Globaler Seed auf 42 gesetzt.
Log file initialized at: results/logs/run_pipeline/train_dpo_20260829_142928.log
Aktuelles Arbeitsverzeichnis: /home/fisc4884/master-thesis
Nutze Device: cuda
Lade Basis-SFT-Modell und Tokenizer aus: results/models/token_length_exp/sft_len512...
================================================================================
[SPRACHCODE-KONTROLLE] Tokenizer für mBART erfolgreich konfiguriert:
  -> src_lang: de_DE
  -> tgt_lang: de_DE
  -> de_DE Token-ID: 250003
  -> Test-Target Enkodierung (Token IDs): [250003, 8647, 2]
================================================================================
Lade Basismodell 'facebook/mbart-large-50' fuer SFT-Adapter...
Lade und verschmelze (merge_and_unload) SFT-LoRA-Adapter aus: results/models/token_length_exp/sft_len512...
[ERFOLG] SFT-Adapter erfolgreich in Basisgewichte integriert (SFT ist nun die Basis fuer DPO)!
Konfiguriere DPO-LoRA auf Basis des SFT-Modells (r=16, alpha=32, dropout=0.05, targets=['q_proj', 'v_proj', 'k_proj', 'out_proj', 'fc1', 'fc2'])...
trainable params: 8,650,752 || all params: 619,530,240 || trainable%: 1.3963
Lade DPO-Präferenzdatensatz aus: data/token_length_exp/dpo_pairs_len512.jsonl
Erfolgreich geladen: 5218 Präferenz-Paare.
Lade DPO-Präferenzdatensatz aus: data/token_length_exp/dpo_pairs_len512_eval.jsonl
Erfolgreich geladen: 921 Präferenz-Paare.
Validierungsset initialisiert: 921 Paare (461 Batches).

================================================================================
=== Starte DPO Training (3 Epochen | Beta=0.1 | LR=5e-06) ===
================================================================================


DPO Epoche 1/3:   0%|          | 0/2609 [00:00<?, ?it/s]
DPO Epoche 1/3:   0%|          | 0/2609 [00:00<?, ?it/s, Loss=0.4612, Acc=0.50, Margin=0.847]
DPO Epoche 1/3:   0%|          | 1/2609 [00:00<22:51,  1.90it/s, Loss=0.4612, Acc=0.50, Margin=0.847]
DPO Epoche 1/3:   0%|          | 1/2609 [00:00<22:51,  1.90it/s, Loss=0.7633, Acc=0.50, Margin=-0.029]
DPO Epoche 1/3:   0%|          | 2/2609 [00:00<20:33,  2.11it/s, Loss=0.7633, Acc=0.50, Margin=-0.029]
DPO Epoche 1/3:   0%|          | 2/2609 [00:01<20:33,  2.11it/s, Loss=0.8536, Acc=0.50, Margin=-0.201]
DPO Epoche 1/3:   0%|          | 3/2609 [00:01<19:30,  2.23it/s, Loss=0.8536, Acc=0.50, Margin=-0.201]
DPO Epoche 1/3:   0%|          | 3/2609 [00:01<19:30,  2.23it/s, Loss=0.7753, Acc=0.50, Margin=0.515] 
DPO Epoche 1/3:   0%|          | 4/2609 [00:01<19:14,  2.26it/s, Loss=0.7753, Acc=0.50, Margin=0.515]
DPO Epoche 1/3:   0%|          | 4/2609 [00:02<19:14,  2.26it/s, Loss=1.0126, Acc=0.50, Margin=-0.320]
DPO Epoche 1/3:   0%|          | 5/2609 [00:02<18:51,  2.30it/s, Loss=1.0126, Acc=0.50, Margin=-0.320]
DPO Epoche 1/3:   0%|          | 5/2609 [00:02<18:51,  2.30it/s, Loss=0.9149, Acc=0.00, Margin=-0.399]
DPO Epoche 1/3:   0%|          | 6/2609 [00:02<18:52,  2.30it/s, Loss=0.9149, Acc=0.00, Margin=-0.399]
DPO Epoche 1/3:   0%|          | 6/2609 [00:03<18:52,  2.30it/s, Loss=1.3937, Acc=0.00, Margin=-1.098]
DPO Epoche 1/3:   0%|          | 7/2609 [00:03<18:43,  2.32it/s, Loss=1.3937, Acc=0.00, Margin=-1.098]
DPO Epoche 1/3:   0%|          | 7/2609 [00:03<18:43,  2.32it/s, Loss=0.3216, Acc=1.00, Margin=0.971] 
DPO Epoche 1/3:   0%|          | 8/2609 [00:03<20:04,  2.16it/s, Loss=0.3216, Acc=1.00, Margin=0.971]
DPO Epoche 1/3:   0%|          | 8/2609 [00:04<20:04,  2.16it/s, Loss=1.0665, Acc=0.00, Margin=-0.644]
DPO Epoche 1/3:   0%|          | 9/2609 [00:04<19:22,  2.24it/s, Loss=1.0665, Acc=0.00, Margin=-0.644]
DPO Epoche 1/3:   0%|          | 9/2609 [00:04<19:22,  2.24it/s, Loss=0.9157, Acc=0.50, Margin=-0.043]
DPO Epoche 1/3:   0%|          | 10/2609 [00:04<19:02,  2.28it/s, Loss=0.9157, Acc=0.50, Margin=-0.043]
DPO Epoche 1/3:   0%|          | 10/2609 [00:04<19:02,  2.28it/s, Loss=0.7770, Acc=0.50, Margin=-0.148]
DPO Epoche 1/3:   0%|          | 11/2609 [00:04<18:47,  2.30it/s, Loss=0.7770, Acc=0.50, Margin=-0.148]
DPO Epoche 1/3:   0%|          | 11/2609 [00:05<18:47,  2.30it/s, Loss=0.7930, Acc=0.50, Margin=-0.162]
DPO Epoche 1/3:   0%|          | 12/2609 [00:05<18:39,  2.32it/s, Loss=0.7930, Acc=0.50, Margin=-0.162]
DPO Epoche 1/3:   0%|          | 12/2609 [00:05<18:39,  2.32it/s, Loss=0.9717, Acc=0.50, Margin=-0.414]
DPO Epoche 1/3:   0%|          | 13/2609 [00:05<18:41,  2.31it/s, Loss=0.9717, Acc=0.50, Margin=-0.414]
DPO Epoche 1/3:   0%|          | 13/2609 [00:06<18:41,  2.31it/s, Loss=0.5875, Acc=1.00, Margin=0.226] 
DPO Epoche 1/3:   1%|          | 14/2609 [00:06<18:41,  2.31it/s, Loss=0.5875, Acc=1.00, Margin=0.226]
DPO Epoche 1/3:   1%|          | 14/2609 [00:06<18:41,  2.31it/s, Loss=1.3697, Acc=0.50, Margin=-0.508]
DPO Epoche 1/3:   1%|          | 15/2609 [00:06<18:44,  2.31it/s, Loss=1.3697, Acc=0.50, Margin=-0.508]
DPO Epoche 1/3:   1%|          | 15/2609 [00:07<18:44,  2.31it/s, Loss=0.4675, Acc=1.00, Margin=0.635] 
DPO Epoche 1/3:   1%|          | 16/2609 [00:07<18:47,  2.30it/s, Loss=0.4675, Acc=1.00, Margin=0.635]
DPO Epoche 1/3:   1%|          | 16/2609 [00:07<18:47,  2.30it/s, Loss=0.3408, Acc=1.00, Margin=1.014]
DPO Epoche 1/3:   1%|          | 17/2609 [00:07<18:45,  2.30it/s, Loss=0.3408, Acc=1.00, Margin=1.014]
DPO Epoche 1/3:   1%|          | 17/2609 [00:07<18:45,  2.30it/s, Loss=0.3615, Acc=1.00, Margin=0.831]
DPO Epoche 1/3:   1%|          | 18/2609 [00:07<18:42,  2.31it/s, Loss=0.3615, Acc=1.00, Margin=0.831]
DPO Epoche 1/3:   1%|          | 18/2609 [00:08<18:42,  2.31it/s, Loss=1.5578, Acc=0.00, Margin=-1.210]
DPO Epoche 1/3:   1%|          | 19/2609 [00:08<18:34,  2.32it/s, Loss=1.5578, Acc=0.00, Margin=-1.210]
DPO Epoche 1/3:   1%|          | 19/2609 [00:08<18:34,  2.32it/s, Loss=0.2349, Acc=1.00, Margin=1.391] 
DPO Epoche 1/3:   1%|          | 20/2609 [00:08<18:35,  2.32it/s, Loss=0.2349, Acc=1.00, Margin=1.391]
DPO Epoche 1/3:   1%|          | 20/2609 [00:09<18:35,  2.32it/s, Loss=0.5549, Acc=1.00, Margin=0.299]
DPO Epoche 1/3:   1%|          | 21/2609 [00:09<18:25,  2.34it/s, Loss=0.5549, Acc=1.00, Margin=0.299]
DPO Epoche 1/3:   1%|          | 21/2609 [00:09<18:25,  2.34it/s, Loss=0.9017, Acc=0.50, Margin=1.077]
DPO Epoche 1/3:   1%|          | 22/2609 [00:09<18:17,  2.36it/s, Loss=0.9017, Acc=0.50, Margin=1.077]
DPO Epoche 1/3:   1%|          | 22/2609 [00:10<18:17,  2.36it/s, Loss=0.5761, Acc=0.50, Margin=0.297]
DPO Epoche 1/3:   1%|          | 23/2609 [00:10<18:16,  2.36it/s, Loss=0.5761, Acc=0.50, Margin=0.297]
DPO Epoche 1/3:   1%|          | 23/2609 [00:10<18:16,  2.36it/s, Loss=1.8402, Acc=0.50, Margin=-0.495]
DPO Epoche 1/3:   1%|          | 24/2609 [00:10<18:31,  2.33it/s, Loss=1.8402, Acc=0.50, Margin=-0.495]
DPO Epoche 1/3:   1%|          | 24/2609 [00:10<18:31,  2.33it/s, Loss=1.8921, Acc=0.50, Margin=-1.318]
DPO Epoche 1/3:   1%|          | 25/2609 [00:10<18:19,  2.35it/s, Loss=1.8921, Acc=0.50, Margin=-1.318]
DPO Epoche 1/3:   1%|          | 25/2609 [00:11<18:19,  2.35it/s, Loss=0.5509, Acc=0.50, Margin=0.387] 
DPO Epoche 1/3:   1%|          | 26/2609 [00:11<18:26,  2.33it/s, Loss=0.5509, Acc=0.50, Margin=0.387]
DPO Epoche 1/3:   1%|          | 26/2609 [00:11<18:26,  2.33it/s, Loss=1.0404, Acc=0.00, Margin=-0.552]
DPO Epoche 1/3:   1%|1         | 27/2609 [00:11<18:19,  2.35it/s, Loss=1.0404, Acc=0.00, Margin=-0.552]
DPO Epoche 1/3:   1%|1         | 27/2609 [00:12<18:19,  2.35it/s, Loss=0.2954, Acc=1.00, Margin=1.122] 
DPO Epoche 1/3:   1%|1         | 28/2609 [00:12<18:28,  2.33it/s, Loss=0.2954, Acc=1.00, Margin=1.122]
DPO Epoche 1/3:   1%|1         | 28/2609 [00:12<18:28,  2.33it/s, Loss=0.6024, Acc=0.50, Margin=0.271]
